RegionID,State,City,Lat,Lng,Year,Month,Price
394931, UT,Ogden,41.223,-111.9738304,2021,01,384182.0
394528, FL,Daytona Beach,29.2108147,-81.0228331,2021,01,241200.0
394531, IA,Des Moines,41.5868353,-93.6249593,2021,01,216791.0
394711, MS,Jackson,32.2987573,-90.1848103,2021,01,153308.0
395245, OH,Youngstown,41.0997803,-80.6495194,2021,01,112583.0
394352, GA,Augusta,33.4734978,-82.0105148,2021,01,172091.0
395075, PA,Scranton,41.408969,-75.66241219999999,2021,01,135135.0
394666, PA,Harrisburg,40.2731911,-76.8867008,2021,01,208391.0
394957, FL,Melbourne,28.0836269,-80.60810889999999,2021,01,250304.0
394460, TN,Chattanooga,35.0456297,-85.3096801,2021,01,197910.0
395113, WA,Spokane,47.6587802,-117.4260465,2021,01,335041.0
395006, UT,Provo,40.2338438,-111.6585337,2021,01,406418.0
394768, PA,Lancaster,40.0378755,-76.3055144,2021,01,260326.0
394871, CA,Modesto,37.6392595,-120.9970014,2021,01,371490.0
394997, ME,Portland,43.6590993,-70.2568189,2021,01,368366.0
394549, NC,Durham,35.9940329,-78.898619,2021,01,294877.0
395068, CA,Santa Rosa,38.440429,-122.7140548,2021,01,700087.0
394792, KY,Lexington,38.0405837,-84.5037164,2021,01,214854.0
394761, LA,Lafayette,30.2240897,-92.0198427,2021,01,163844.0
394770, MI,Lansing,42.732535,-84.5555347,2021,01,182697.0
394590, AR,Fayetteville,36.0662419,-94.15785299999999,2021,01,219486.0
394971, FL,Pensacola,30.42130899999999,-87.2169149,2021,01,211144.0
395195, CA,Visalia,36.3302284,-119.2920585,2021,01,259400.0
395096, LA,Shreveport,32.5251516,-93.7501789,2021,01,119294.0
395116, MO,Springfield,37.2089572,-93.29229889999999,2021,01,177935.0
395244, PA,York,39.9625984,-76.727745,2021,01,209951.0
394502, TX,Corpus Christi,27.8005828,-97.39638099999999,2021,01,181147.0
394596, MI,Flint,43.0125274,-83.6874562,2021,01,144617.0
395019, NV,Reno,39.5296329,-119.8138027,2021,01,438874.0
394338, NC,Asheville,35.5950581,-82.5514869,2021,01,303457.0
394995, FL,Port St. Lucie,27.2730492,-80.3582261,2021,01,262735.0
753917, CA,Santa Maria-Santa Barbara,34.9530337,-120.4357191,2021,01,722118.0
394698, AL,Huntsville,34.7303688,-86.5861037,2021,01,224001.0
394612, IN,Fort Wayne,41.079273,-85.1393513,2021,01,168714.0
395050, CA,Salinas,36.6777372,-121.6555013,2021,01,667945.0
395183, CA,Vallejo,38.1040864,-122.2566367,2021,01,502418.0
394870, AL,Mobile,30.6953657,-88.0398912,2021,01,139763.0
395015, PA,Reading,40.3356483,-75.9268747,2021,01,210169.0
394421, TX,Brownsville,25.9017472,-97.4974838,2021,01,119293.0
394746, TX,Killeen,31.1171194,-97.72779589999999,2021,01,171939.0
394439, OH,Canton,40.79894729999999,-81.378447,2021,01,153992.0
394372, TX,Beaumont,30.080174,-94.1265562,2021,01,136954.0
394820, NH,Manchester,42.9956397,-71.4547891,2021,01,356794.0
395048, OR,Salem,44.9428975,-123.0350963,2021,01,335850.0
394327, AK,Anchorage,61.2180556,-149.9002778,2021,01,311291.0
394520, IL,Davenport,41.5236437,-90.5776367,2021,01,138905.0
394972, IL,Peoria,40.6936488,-89.5889864,2021,01,119459.0
394898, SC,Myrtle Beach,33.6890603,-78.8866943,2021,01,225471.0
394875, AL,Montgomery,32.3792233,-86.3077368,2021,01,147072.0
395051, MD,Salisbury,38.3606736,-75.5993692,2021,01,286282.0
394658, MS,Gulfport,30.3674198,-89.0928155,2021,01,151046.0
395146, FL,Tallahassee,30.4382559,-84.28073289999999,2021,01,196382.0
395164, NJ,Trenton,40.2205824,-74.759717,2021,01,281110.0
394589, NC,Fayetteville,35.0526641,-78.87835849999999,2021,01,146693.0
394679, NC,Hickory,35.7344538,-81.3444573,2021,01,169469.0
394697, WV,Huntington,38.4192496,-82.44515400000002,2021,01,107525.0
394576, OR,Eugene,44.0520691,-123.0867536,2021,01,362709.0
395033, IL,Rockford,42.2711311,-89.0939952,2021,01,134837.0
395070, GA,Savannah,32.0808989,-81.091203,2021,01,213195.0
394332, MI,Ann Arbor,42.2808256,-83.7430378,2021,01,326167.0
394927, FL,Ocala,29.1871986,-82.14009229999999,2021,01,177997.0
394732, MI,Kalamazoo,42.2917069,-85.5872286,2021,01,194815.0
394901, FL,Naples,26.1420358,-81.7948103,2021,01,372951.0
395107, IN,South Bend,41.6763545,-86.25198979999999,2021,01,157084.0
395109, SC,Spartanburg,34.9495672,-81.9320482,2021,01,171070.0
394579, IN,Evansville,37.9715592,-87.5710898,2021,01,157538.0
394747, TN,Kingsport,36.548434,-82.5618186,2021,01,143978.0
395028, VA,Roanoke,37.2709704,-79.9414266,2021,01,200710.0
394646, WI,Green Bay,44.5133188,-88.0132958,2021,01,206206.0
394796, NE,Lincoln,40.813616,-96.7025955,2021,01,222223.0
394602, CO,Fort Collins,40.5852602,-105.084423,2021,01,450710.0
395179, NY,Utica,43.100903,-75.232664,2021,01,147876.0
394488, GA,Columbus,32.4609764,-84.9877094,2021,01,136286.0
394405, CO,Boulder,40.0149856,-105.2705456,2021,01,613643.0
394808, TX,Lubbock,33.5778631,-101.8551665,2021,01,162954.0
394572, PA,Erie,42.12922409999999,-80.085059,2021,01,144995.0
394609, AR,Fort Smith,35.3859242,-94.39854749999999,2021,01,116281.0
394543, MN,Duluth,46.78667189999999,-92.1004852,2021,01,184366.0
394348, NJ,Atlantic City,39.3642834,-74.4229266,2021,01,229788.0
394924, CT,New London,41.3556539,-72.0995209,2021,01,275701.0
395061, CA,San Luis Obispo,35.2827524,-120.6596156,2021,01,690895.0
394622, FL,Gainesville,29.6516344,-82.32482619999999,2021,01,219711.0
395065, CA,Santa Cruz,36.9741171,-122.0307963,2021,01,964375.0
394471, TN,Clarksville,36.5297706,-87.3594528,2021,01,193340.0
394447, IA,Cedar Rapids,41.9778795,-91.6656232,2021,01,167746.0
394851, CA,Merced,37.3021632,-120.4829677,2021,01,315227.0
395229, NC,Wilmington,34.2103894,-77.8868117,2021,01,282495.0
394741, WA,Kennewick,46.2086683,-119.119948,2021,01,331690.0
394645, CO,Greeley,40.4233142,-104.7091322,2021,01,410117.0
395197, TX,Waco,31.549333,-97.1466695,2021,01,181916.0
394937, WA,Olympia,47.0378741,-122.9006951,2021,01,408359.0
394323, TX,Amarillo,35.2219971,-101.8312969,2021,01,157238.0
394387, NY,Binghamton,42.09868669999999,-75.91797380000001,2021,01,132410.0
394660, WV,Hagerstown,39.6417629,-77.71999319999999,2021,01,225404.0
394412, WA,Bremerton,47.5650067,-122.6269768,2021,01,456362.0
394772, TX,Laredo,27.5035613,-99.5075519,2021,01,155450.0
394811, VA,Lynchburg,37.4137536,-79.14224639999999,2021,01,196226.0
395240, WA,Yakima,46.6020711,-120.5058987,2021,01,266494.0
753875, FL,Crestview-Fort Walton Beach-Destin,30.4434488,-86.5992261,2021,01,314955.0
395161, KS,Topeka,39.0473451,-95.67515759999999,2021,01,143730.0
394813, GA,Macon-Bibb County,32.8406946,-83.6324022,2021,01,117481.0
394454, IL,Champaign-Urbana,40.1164204,-88.2433829,2021,01,153190.0
395171, AL,Tuscaloosa,33.2098407,-87.56917349999999,2021,01,176023.0
394483, TX,College Station,30.627977,-96.3344068,2021,01,223235.0
395103, SD,Sioux Falls,43.5460223,-96.731265,2021,01,242298.0
394455, WV,Charleston,38.3498195,-81.6326234,2021,01,102037.0
394334, WI,Appleton,44.2619309,-88.41538469999999,2021,01,207944.0
394464, CA,Chico,39.7284944,-121.8374777,2021,01,348795.0
394459, VA,Charlottesville,38.0293059,-78.47667810000002,2021,01,326253.0
394468, NH,Claremont,43.3728635,-72.33787439999999,2021,01,244467.0
394361, MA,Barnstable Town,41.7003208,-70.3002024,2021,01,504159.0
394803, TX,Longview,32.5007037,-94.74048909999999,2021,01,147344.0
394429, VT,Burlington,44.4758825,-73.21207199999999,2021,01,328255.0
395002, AZ,Prescott,34.5400242,-112.4685025,2021,01,365276.0
395114, IL,Springfield,39.78172130000001,-89.6501481,2021,01,140498.0
395174, TX,Tyler,32.3512601,-95.30106239999999,2021,01,192234.0
394773, NM,Las Cruces,32.3199396,-106.7636538,2021,01,196734.0
394585, ND,Fargo,46.8771863,-96.7898034,2021,01,237862.0
394691, LA,Houma,29.5957696,-90.71953479999999,2021,01,156197.0
395030, MN,Rochester,44.0121221,-92.4801989,2021,01,258751.0
394597, SC,Florence,34.1954331,-79.7625625,2021,01,127873.0
394848, OR,Medford,42.3265152,-122.8755949,2021,01,358776.0
753895, IN,Lafayette-West Lafayette,40.4258686,-86.90806549999999,2021,01,188693.0
394378, WA,Bellingham,48.7519112,-122.4786854,2021,01,475316.0
394765, AZ,Lake Havasu City,34.483901,-114.3224548,2021,01,276147.0
395047, MI,Saginaw,43.4194699,-83.9508068,2021,01,109347.0
394763, LA,Lake Charles,30.2265949,-93.2173758,2021,01,171792.0
394726, TN,Johnson City,36.3134397,-82.3534727,2021,01,166377.0
394565, IN,Elkhart,41.6812083,-85.9656249,2021,01,184440.0
395247, AZ,Yuma,32.6926512,-114.6276916,2021,01,189025.0
395011, WI,Racine,42.7261309,-87.78285230000002,2021,01,177421.0
394346, GA,Athens,33.9519347,-83.357567,2021,01,229113.0
395162, CT,Torrington,41.8003049,-73.1211715,2021,01,284265.0
395118, MN,St. Cloud,45.5579451,-94.16324039999999,2021,01,230174.0
394681, SC,Hilton Head Island,32.216316,-80.752608,2021,01,334338.0
753869, IL,Bloomington,40.4842027,-88.99368729999999,2021,01,157700.0
394680, HI,Hilo,19.7241106,-155.0868193,2021,01,413933.0
394960, FL,Panama City,30.1588129,-85.6602058,2021,01,243908.0
394748, NY,Kingston,41.9270367,-73.9973608,2021,01,287224.0
394519, AL,Daphne,30.6035255,-87.9036047,2021,01,248087.0
394623, GA,Gainesville,34.2978794,-83.8240663,2021,01,257209.0
395202, GA,Warner Robins,32.6130007,-83.624201,2021,01,155888.0
394392, VA,Blacksburg,37.2295733,-80.4139393,2021,01,205965.0
394716, NC,Jacksonville,34.7540524,-77.4302414,2021,01,179473.0
395018, CA,Redding,40.5865396,-122.3916754,2021,01,310733.0
394872, LA,Monroe,32.5093109,-92.1193012,2021,01,141087.0
394729, MO,Joplin,37.08422710000001,-94.51328099999999,2021,01,142111.0
394559, CA,El Centro,32.792,-115.5630514,2021,01,251511.0
395151, IN,Terre Haute,39.4667034,-87.41390919999999,2021,01,101040.0
394896, MI,Muskegon,43.2341813,-86.24839209999999,2021,01,166259.0
394553, PA,East Stroudsburg,41.0030522,-75.1817547,2021,01,203125.0
395102, IA,Sioux City,42.4963416,-96.40494079999999,2021,01,149167.0
394651, NC,Greenville,35.612661,-77.3663538,2021,01,156942.0
395210, IA,Waterloo,42.492786,-92.34257749999999,2021,01,147542.0
394944, WI,Oshkosh,44.0247062,-88.5426136,2021,01,169075.0
395246, CA,Yuba City,39.1404477,-121.6169108,2021,01,343991.0
394299, TX,Abilene,32.4487364,-99.73314390000002,2021,01,145769.0
394485, MO,Columbia,38.9517053,-92.3340724,2021,01,215346.0
394539, DE,Dover,39.158168,-75.5243682,2021,01,252756.0
394555, WI,Eau Claire,44.811349,-91.4984941,2021,01,209330.0
394720, WI,Janesville,42.6827885,-89.0187222,2021,01,176639.0
394710, MI,Jackson,42.245869,-84.40134619999999,2021,01,166880.0
395009, FL,Punta Gorda,26.9297836,-82.0453664,2021,01,241417.0
394393, IN,Bloomington,39.165325,-86.52638569999999,2021,01,224893.0
395007, CO,Pueblo,38.2544472,-104.6091409,2021,01,225466.0
394386, MT,Billings,45.7832856,-108.5006904,2021,01,287872.0
394406, KY,Bowling Green,36.9685219,-86.4808043,2021,01,170033.0
394380, OR,Bend,44.0581728,-121.3153096,2021,01,508133.0
394306, GA,Albany,31.5785074,-84.15574099999999,2021,01,113745.0
395193, NJ,Vineland,39.4863773,-75.02596369999999,2021,01,162103.0
394917, MI,Niles,41.8297694,-86.2541768,2021,01,198428.0
394731, HI,Kahului,20.8893351,-156.4729469,2021,01,742966.0
394946, IL,Ottawa,41.3455892,-88.8425769,2021,01,120711.0
395125, PA,State College,40.7933949,-77.8600012,2021,01,264820.0
394359, ME,Bangor,44.8016128,-68.7712257,2021,01,178448.0
394314, LA,Alexandria,31.3112936,-92.4451371,2021,01,130269.0
394523, AL,Decatur,34.6059253,-86.9833417,2021,01,151980.0
394662, CA,Hanford,36.3274502,-119.6456844,2021,01,265675.0
394707, IA,Iowa City,41.6611277,-91.5301683,2021,01,225786.0
395036, NC,Rocky Mount,35.9382103,-77.7905339,2021,01,121776.0
394873, MI,Monroe,41.9164343,-83.3977101,2021,01,196083.0
395223, TX,Wichita Falls,33.9137085,-98.4933873,2021,01,113272.0
394428, NC,Burlington,36.0956918,-79.43779909999999,2021,01,180858.0
394814, CA,Madera,36.9613356,-120.0607176,2021,01,306960.0
394723, MO,Jefferson City,38.57670170000001,-92.1735164,2021,01,172512.0
394453, PA,Chambersburg,39.9375911,-77.6611022,2021,01,200909.0
395152, TX,Texarkana,33.425125,-94.04768820000001,2021,01,115042.0
394563, KY,Elizabethtown,37.7030646,-85.8649408,2021,01,168597.0
395000, PA,Pottsville,40.6856456,-76.195499,2021,01,92095.0
395221, OH,Wheeling,40.0325848,-80.89865019999999,2021,01,107444.0
394598, AL,Florence,34.79981,-87.677251,2021,01,129217.0
394639, CO,Grand Junction,39.0638705,-108.5506486,2021,01,294412.0
394493, NH,Concord,43.2081366,-71.5375718,2021,01,304224.0
394537, AL,Dothan,31.2232313,-85.3904888,2021,01,127948.0
395066, NM,Santa Fe,35.6869752,-105.937799,2021,01,412989.0
394727, PA,Johnstown,40.32674069999999,-78.9219698,2021,01,83796.0
395163, MI,Traverse City,44.7630567,-85.62063169999999,2021,01,274460.0
394671, MS,Hattiesburg,31.3271189,-89.29033919999999,2021,01,147788.0
394515, GA,Dalton,34.7698021,-84.9702228,2021,01,153038.0
394860, TX,Midland,31.9973456,-102.0779146,2021,01,259071.0
394685, FL,Homosassa Springs,28.8037059,-82.5761369,2021,01,187315.0
394351, AL,Auburn,32.6098566,-85.48078249999999,2021,01,218285.0
395182, GA,Valdosta,30.8327022,-83.2784851,2021,01,137700.0
394480, ID,Coeur d'Alene,47.6734632,-116.7812225,2021,01,436950.0
395117, OH,Springfield,39.9242266,-83.8088171,2021,01,129396.0
395119, UT,St. George,37.0965278,-113.5684164,2021,01,374648.0
395079, FL,Vero Beach,27.6386434,-80.39727359999999,2021,01,255504.0
394930, TX,Odessa,31.8456816,-102.3676431,2021,01,183045.0
394900, CA,Napa,38.2975381,-122.286865,2021,01,769612.0
395170, MS,Tupelo,34.2576066,-88.7033859,2021,01,126343.0
394368, MI,Battle Creek,42.3211522,-85.17971419999999,2021,01,136964.0
394719, NY,Jamestown,42.0970023,-79.23532589999999,2021,01,115219.0
394577, CA,Eureka,40.8020712,-124.1636729,2021,01,352494.0
395013, SD,Rapid City,44.0805434,-103.2310149,2021,01,244918.0
394595, AZ,Flagstaff,35.1982836,-111.651302,2021,01,415643.0
394810, NC,Lumberton,34.6182199,-79.0086424,2021,01,83503.0
395215, WI,Wausau,44.9591352,-89.6301221,2021,01,185540.0
394756, WI,La Crosse,43.8137751,-91.25190169999999,2021,01,205151.0
394783, PA,Lebanon,40.3409251,-76.4113497,2021,01,209424.0
394703, ID,Idaho Falls,43.49266069999999,-112.0407584,2021,01,279738.0
395098, AZ,Sierra Vista,31.5455001,-110.2772856,2021,01,176759.0
394983, MA,Pittsfield,42.4500845,-73.2453824,2021,01,260716.0
394780, OK,Lawton,34.6035669,-98.39592909999999,2021,01,101426.0
394588, NM,Farmington,36.72805830000001,-108.2186856,2021,01,146344.0
394712, TN,Jackson,35.6145169,-88.81394689999999,2021,01,137147.0
394879, WV,Morgantown,39.629526,-79.95589679999999,2021,01,178191.0
394633, NY,Glens Falls,43.3095164,-73.6440058,2021,01,198434.0
395232, VA,Winchester,39.1856597,-78.1633341,2021,01,265620.0
395120, MO,St. Joseph,39.7674578,-94.84668099999999,2021,01,126892.0
394321, PA,Altoona,40.5186809,-78.3947359,2021,01,122558.0
394905, NC,New Bern,35.108493,-77.04411429999999,2021,01,167757.0
394442, IL,Carbondale,37.7272727,-89.2167501,2021,01,101974.0
394802, KY,London,37.1289771,-84.08326459999999,2021,01,106109.0
394800, ID,Logan,41.7369803,-111.8338359,2021,01,321442.0
394668, VA,Harrisonburg,38.4495688,-78.8689155,2021,01,230794.0
394374, WV,Beckley,37.7781702,-81.1881557,2021,01,83987.0
394824, OH,Mansfield,40.75839,-82.5154471,2021,01,124695.0
395217, OH,Weirton,40.3697905,-80.63396379999999,2021,01,90166.0
394635, NC,Goldsboro,35.3848841,-77.9927651,2021,01,145014.0
394353, ME,Augusta,44.3106241,-69.7794897,2021,01,205617.0
394661, LA,Hammond,30.5043583,-90.46119949999999,2021,01,165231.0
394728, AR,Jonesboro,35.84229670000001,-90.704279,2021,01,138120.0
395094, TX,Sherman,33.6356618,-96.6088805,2021,01,192074.0
394333, AL,Anniston,33.6598257,-85.8316318,2021,01,110356.0
395128, VA,Staunton,38.149576,-79.0716958,2021,01,214374.0
394893, IN,Muncie,40.1933767,-85.3863599,2021,01,103592.0
394890, WA,Mount Vernon,48.4201105,-122.3374543,2021,01,434423.0
394307, OR,Albany,44.6365107,-123.1059282,2021,01,316339.0
395213, NY,Watertown,43.9747838,-75.91075649999999,2021,01,150382.0
395225, PA,Williamsport,41.2411897,-77.00107860000001,2021,01,171656.0
394474, TN,Cleveland,35.1595182,-84.8766115,2021,01,192598.0
395089, WI,Sheboygan,43.7508284,-87.71453,2021,01,170953.0
394390, ND,Bismarck,46.8083268,-100.7837392,2021,01,280716.0
394949, KY,Owensboro,37.7719074,-87.1111676,2021,01,139049.0
394546, NC,Dunn,35.3062743,-78.6089028,2021,01,189569.0
395237, OH,Wooster,40.8050565,-81.935143,2021,01,186875.0
394880, TN,Morristown,36.2139814,-83.29489219999999,2021,01,159401.0
394734, IL,Kankakee,41.1200325,-87.8611531,2021,01,157328.0
394423, GA,Brunswick,31.1499528,-81.49148939999999,2021,01,207324.0
394932, NY,Ogdensburg,44.6942291,-75.48633640000001,2021,01,83605.0
395054, TX,San Angelo,31.4637723,-100.4370375,2021,01,163260.0
394857, IN,Michigan City,41.70753939999999,-86.8950297,2021,01,167575.0
753890, MI,Holland,42.7875235,-86.1089301,2021,01,230737.0
395218, WA,Wenatchee,47.4234599,-120.3103494,2021,01,391836.0
394778, KS,Lawrence,38.9716689,-95.2352501,2021,01,228630.0
394524, IL,Decatur,39.8403147,-88.9548001,2021,01,93961.0
394867, MT,Missoula,46.8721284,-113.9940314,2021,01,403570.0
753915, OH,Salem,40.9008923,-80.8567501,2021,01,112247.0
394369, MI,Bay City,43.5944677,-83.8888647,2021,01,138394.0
394788, ME,Lewiston,44.100351,-70.21477639999999,2021,01,210908.0
395039, OR,Roseburg,43.216505,-123.3417381,2021,01,238791.0
395139, SC,Sumter,33.9204354,-80.3414693,2021,01,137854.0
394852, MS,Meridian,32.3643098,-88.703656,2021,01,96891.0
395095, AZ,Show Low,34.2542084,-110.0298327,2021,01,260408.0
394396, WV,Bluefield,37.2698395,-81.2223195,2021,01,81997.0
394518, VA,Danville,36.5859718,-79.39502279999999,2021,01,106656.0
394794, OH,Lima,40.742551,-84.1052256,2021,01,127534.0
394495, TN,Cookeville,36.162839,-85.5016423,2021,01,177990.0
753872, MD,California-Lexington Park,38.3004029,-76.5074542,2021,01,322938.0
394620, AL,Gadsden,34.014264,-86.0066386,2021,01,119881.0
394513, MD,Cumberland,39.6528654,-78.7625185,2021,01,100140.0
394804, WA,Longview,46.1381676,-122.9381672,2021,01,329982.0
395222, WI,Whitewater,42.83362049999999,-88.7323272,2021,01,257411.0
394599, WI,Fond du Lac,43.7730448,-88.4470508,2021,01,154586.0
394709, NY,Ithaca,42.4439614,-76.5018807,2021,01,232458.0
394340, OH,Ashtabula,41.8650534,-80.7898089,2021,01,118975.0
394630, PA,Gettysburg,39.8309293,-77.2310955,2021,01,234654.0
394980, AR,Pine Bluff,34.2284312,-92.00319549999999,2021,01,67287.0
395168, TN,Tullahoma,35.3620235,-86.20943419999999,2021,01,172725.0
395023, KY,Richmond,37.7478572,-84.2946539,2021,01,186065.0
394302, MI,Adrian,41.8975471,-84.03716589999999,2021,01,168182.0
395173, ID,Twin Falls,42.5558381,-114.4700518,2021,01,254494.0
394501, NY,Corning,42.1428521,-77.05469029999999,2021,01,113186.0
395080, FL,Sebring,27.495592,-81.440907,2021,01,157616.0
395166, CA,Truckee,39.327962,-120.1832533,2021,01,550818.0
394953, KY,Paducah,37.0833893,-88.6000478,2021,01,114464.0
394637, ND,Grand Forks,47.9252568,-97.0328547,2021,01,214248.0
395090, NC,Shelby,35.2923513,-81.5356463,2021,01,128957.0
394580, AK,Fairbanks,64.8377778,-147.7163888,2021,01,245434.0
394928, NJ,Ocean City,39.2776156,-74.5746001,2021,01,455035.0
394823, MN,Mankato,44.1635775,-93.99939959999999,2021,01,230704.0
395038, GA,Rome,34.257038,-85.1646726,2021,01,144158.0
394441, MO,Cape Girardeau,37.3058839,-89.51814759999999,2021,01,161989.0
394689, AR,Hot Springs,34.5037004,-93.0551795,2021,01,170386.0
394655, SC,Greenwood,34.1954001,-82.1617883,2021,01,120332.0
